Load-Factor,Hashing-type,Search-type,Search-count
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,successful,2
0.75,linear-probing,successful,2
0.75,double-hashing,successful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,5
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,2
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,3
0.75,double-hashing,unsuccessful,4
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,successful,1
0.75,linear-probing,successful,1
0.75,double-hashing,successful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,2
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,2
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,2
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,3
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,2
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,2
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,3
0.75,double-hashing,unsuccessful,3
0.75,chaining,successful,1
0.75,linear-probing,successful,1
0.75,double-hashing,successful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,3
0.75,double-hashing,unsuccessful,4
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,successful,1
0.75,linear-probing,successful,1
0.75,double-hashing,successful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,2
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,3
0.75,double-hashing,unsuccessful,4
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,5
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,2
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,2
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,2
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,2
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,2
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,successful,1
0.75,linear-probing,successful,1
0.75,double-hashing,successful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,3
0.75,double-hashing,unsuccessful,4
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,3
0.75,chaining,successful,1
0.75,linear-probing,successful,1
0.75,double-hashing,successful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,6
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,3
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,3
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,2
0.75,double-hashing,unsuccessful,4
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,2
0.75,double-hashing,unsuccessful,4
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,5
0.75,double-hashing,unsuccessful,3
0.75,chaining,successful,1
0.75,linear-probing,successful,1
0.75,double-hashing,successful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,2
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,3
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,2
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,4
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,2
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,successful,1
0.75,linear-probing,successful,1
0.75,double-hashing,successful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,2
0.75,double-hashing,unsuccessful,3
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,successful,1
0.75,linear-probing,successful,1
0.75,double-hashing,successful,1
0.75,chaining,successful,1
0.75,linear-probing,successful,1
0.75,double-hashing,successful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,2
0.75,linear-probing,unsuccessful,4
0.75,double-hashing,unsuccessful,3
0.75,chaining,successful,1
0.75,linear-probing,successful,1
0.75,double-hashing,successful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
0.75,chaining,unsuccessful,1
0.75,linear-probing,unsuccessful,1
0.75,double-hashing,unsuccessful,1
